,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
22,20168,0.72,False,Centrum-Oost,52.36407,4.89393,Private room,2,1,1,7,106.0,1,365,True,0,0,4.44,True,53.0,106.0,0.08,0.16,0.2,4.99,,
23,27886,1.0,True,Centrum-West,52.38761,4.89188,Private room,2,1,1,12,126.0,2,356,True,0,0,4.94,True,63.0,252.0,0.06,0.1,0.21,4.99,,
24,28871,1.0,True,Centrum-West,52.36775,4.89092,Private room,2,1,1,4,75.0,2,1825,True,1,8,4.88,False,37.5,150.0,0.06,0.15,0.14,4.99,,
25,29051,1.0,True,Centrum-Oost,52.36584,4.89111,Private room,1,1,1,1,55.0,2,730,True,4,6,4.36,False,55.0,110.0,0.05,0.13,0.17,2.99,,
26,44391,0.6699999999999999,False,Centrum-Oost,52.37168,4.91471,Entire home/apt,4,2,2,1,240.0,3,730,True,0,0,4.71,False,60.0,720.0,0.09,0.17,0.29,4.99,0.0,1200.0
27,49552,0.92,True,Centrum-West,52.38028,4.89089,Entire home/apt,3,2,2,5,232.0,3,1125,True,0,8,4.91,False,77.33,696.0,0.1,0.25,0.25,4.99,0.46301369863013697,1162.4657534246576
28,50523,0.58,False,Centrum-West,52.36811,4.88262,Private room,2,1,1,8,118.0,2,365,True,3,3,4.87,False,59.0,236.0,0.06,0.12,0.17,4.99,,
29,55709,0.19000000000000006,False,Centrum-Oost,52.358112,4.897637,Entire home/apt,2,1,1,5,151.0,3,30,True,0,0,4.95,False,75.5,453.0,0.09,0.19,0.24,4.99,0.0027397260273972603,818.6849315068494
30,55868,0.0,False,Zuid,52.35597,4.88512,Entire home/apt,4,2,2,1,149.0,4,21,True,0,0,4.86,False,37.25,596.0,0.06,0.14,0.18,4.99,0.0,749.2191780821918
31,62015,0.8300000000000001,False,Oud-Oost,52.36431,4.93122,Entire home/apt,2,1,1,4,120.0,2,6,True,0,0,4.91,False,60.0,240.0,0.06,0.22,0.2,4.99,,
32,80635,0.87,True,Centrum-West,52.37828,4.8944,Private room,1,1,1,1,82.0,3,1125,True,0,0,4.77,True,82.0,246.0,0.05,0.11,0.15,4.99,0.0,409.24657534246575
33,91535,0.9500000000000001,True,De Pijp - Rivierenbuurt,52.35774,4.89647,Private room,2,1,1,7,145.0,1,18,True,8,6,4.84,True,72.5,145.0,0.07,0.1,0.16,4.99,,
34,97221,1.0,True,Slotervaart,52.34801,4.83639,Private room,2,1,2,1,64.0,2,8,True,2,4,3.9,False,32.0,128.0,0.05,0.09,0.17,2.99,,
35,97476,0.78,False,Zuid,52.35665,4.86363,Entire home/apt,2,1,1,10,115.0,14,30,True,0,0,4.89,False,57.5,1610.0,0.07,0.14,0.18,4.99,0.0,575.0
36,137026,0.14,False,De Pijp - Rivierenbuurt,52.35178,4.90699,Entire home/apt,4,4,4,11,265.0,2,1125,True,0,0,4.77,False,66.25,530.0,0.13,0.25,0.27,4.99,0.18904109589041096,1328.5205479452054
37,162467,0.46,False,De Baarsjes - Oud-West,52.3627,4.85693,Entire home/apt,2,1,1,4,175.0,3,21,True,0,0,4.75,False,87.5,525.0,0.06,0.14,0.19,4.99,0.4328767123287671,761.7123287671233
38,168769,0.65,True,Centrum-West,52.37956,4.89359,Private room,1,1,1,3,88.0,3,1124,True,0,0,4.58,True,88.0,264.0,0.04,0.07,0.18,4.99,0.0,439.24657534246575
39,169356,0.44000000000000006,False,Centrum-West,52.38104,4.88306,Entire home/apt,2,1,1,11,195.0,7,7,True,0,0,5.0,False,97.5,1365.0,0.06,0.13,0.21,4.99,0.1780821917808219,975.0
40,179528,1.0,False,De Pijp - Rivierenbuurt,52.34332,4.89484,Entire home/apt,3,2,2,10,270.0,21,100,True,6,0,4.5,True,90.0,5670.0,0.08,0.21,0.28,4.99,0.1506849315068493,1476.164383561644
41,188347,0.77,False,De Baarsjes - Oud-West,52.3683,4.85446,Private room,2,1,1,3,111.0,1,6,True,4,0,4.65,False,55.5,111.0,0.07,0.12,0.19,4.99,0.1178082191780822,481.64383561643837
42,189754,1.0,True,Centrum-West,52.37548,4.89398,Entire home/apt,4,1,3,4,170.0,2,1125,True,3,7,4.77,True,42.5,340.0,0.09,0.17,0.14,4.99,,
43,193038,1.0,True,Centrum-Oost,52.36057,4.89671,Private room,2,1,1,4,121.0,3,31,True,2,5,4.96,True,60.5,363.0,0.07,0.15,0.18,4.99,0.2054794520547945,600.0
44,214531,0.5,True,Centrum-West,52.37169,4.89446,Private room,3,1,2,5,115.0,3,50,True,0,0,4.83,False,38.33,345.0,0.1,0.13,0.18,4.99,0.0,620.7671232876712
45,219276,0.87,False,Centrum-West,52.36883,4.88749,Private room,2,1,1,17,300.0,2,760,True,5,1,5.0,False,150.0,600.0,0.16,0.16,0.24,4.99,,
46,222516,1.0,False,De Baarsjes - Oud-West,52.36271,4.85875,Entire home/apt,2,1,1,8,119.0,7,21,True,0,1,4.71,False,59.5,833.0,0.07,0.15,0.2,4.99,0.0,606.6438356164383
47,245927,1.0,True,Centrum-West,52.36815,4.88604,Entire home/apt,4,2,3,23,515.0,2,180,True,0,1,4.58,True,128.75,1030.0,0.1,0.22,0.25,10.99,0.6410958904109589,3529.6301369863013
48,247805,0.9400000000000001,False,De Baarsjes - Oud-West,52.36707,4.87348,Private room,2,1,1,8,122.0,2,365,True,1,5,4.86,False,61.0,244.0,0.08,0.11,0.16,4.99,,
49,252080,0.74,False,Centrum-Oost,52.36936,4.90963,Entire home/apt,4,2,2,16,385.0,4,30,True,0,0,4.89,False,96.25,1540.0,0.06,0.23,0.16,4.99,0.4520547945205479,1917.7945205479452
50,254800,0.9199999999999999,True,Centrum-West,52.37122,4.88211,Entire home/apt,2,1,1,7,325.0,2,1125,True,1,0,4.93,False,162.5,650.0,0.11,0.15,0.2,4.99,,
51,255809,0.66,True,De Pijp - Rivierenbuurt,52.34416,4.88709,Private room,4,2,2,17,182.0,2,20,True,3,3,4.87,False,45.5,364.0,0.06,0.08,0.16,4.99,,
52,274688,0.36,False,Bos en Lommer,52.37977,4.85574,Entire home/apt,2,1,1,5,88.0,4,30,True,0,0,4.85,False,44.0,352.0,0.05,0.1,0.18,4.99,0.0,439.24657534246575
53,283170,0.89,False,Zuid,52.35435,4.87316,Entire home/apt,12,5,12,39,1036.0,2,90,True,29,1,4.06,True,86.33,2072.0,0.11,0.26,0.27,10.99,,
54,286374,0.38,False,Geuzenveld - Slotermeer,52.37725,4.83307,Entire home/apt,4,1,2,1,130.0,4,21,True,0,1,4.75,False,32.5,520.0,0.06,0.14,0.18,4.99,0.7013698630136986,650.0
55,286500,0.8400000000000001,True,Centrum-West,52.37561,4.9,Private room,2,1,1,5,162.0,3,365,True,1,3,4.89,True,81.0,486.0,0.09,0.21,0.18,4.99,0.6136986301369863,941.4657534246576
56,290701,1.0,True,Centrum-West,52.37561,4.9,Private room,2,1,1,4,161.0,3,365,True,3,6,4.85,True,80.5,483.0,0.08,0.19,0.2,4.99,0.6794520547945205,931.8219178082192
57,291752,0.6,False,Oud-Oost,52.35179,4.91082,Private room,2,1,1,2,105.0,3,1125,True,1,0,4.86,False,52.5,315.0,0.06,0.17,0.16,4.99,0.7945205479452054,523.4931506849315
58,304082,0.6599999999999999,True,Centrum-West,52.37239,4.89657,Private room,2,1,2,8,137.0,2,1125,True,4,4,4.77,False,68.5,274.0,0.07,0.18,0.2,4.99,,
59,304143,1.0,False,Oud-Oost,52.3623,4.92028,Entire home/apt,2,1,1,6,95.0,3,30,True,0,0,4.55,False,47.5,285.0,0.04,0.1,0.17,4.99,0.0,475.0
60,306852,0.79,False,Centrum-Oost,52.35931,4.89844,Entire home/apt,4,2,2,7,200.0,4,21,True,0,2,4.61,False,50.0,800.0,0.07,0.24,0.2,4.99,0.08493150684931507,1000.0
61,307621,0.51,False,Centrum-Oost,52.35871,4.89616,Entire home/apt,2,1,1,7,125.0,3,21,True,0,0,4.5,False,62.5,375.0,0.08,0.2,0.18,4.99,0.0,625.0
62,308028,0.55,False,Centrum-Oost,52.35972,4.8975,Private room,2,1,1,8,95.0,3,10,True,0,0,4.77,False,47.5,285.0,0.06,0.15,0.14,4.99,0.0,475.0
